,id,url,subtype,transaction,owner,sell-type,provider,title,location,features,description,price,price2,m2,rooms,amueblado,parking,distrito,temporalidad,cambio_precio,baños
888,id31390000000243,https://www.habitaclia.com/alquiler-apartamento-piso_de_2_dormitorios_con_balcon_en_sagrada_familia_sagrada_familia-barcelona-i31390000000243.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer de nàpols. Piso de 2 dormitorios con balcón en sagrada família,Barcelona - Sagrada Família,"60m2 - 2 habitaciones - 2 baños - 44,17€/m2","*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento en la calle Nàpols, con 1...",2.650 €,2650,60,2,Si,No,Eixample,Temporal,No,2
889,id31390000000179,https://www.habitaclia.com/alquiler-apartamento-de_3_habitaciones_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000179.htm?pag=8&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 3 habitaciones en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"66m2 - 3 habitaciones - 2 baños - 47,73€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la calle Gran via de les corts...,3.150 €,3150,66,3,No,No,Eixample,Temporal,No,2
890,id31390000000253,https://www.habitaclia.com/alquiler-apartamento-piso_de_2_dormitorios_con_despacho_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000253.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Piso de 2 dormitorios con despacho en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"66m2 - 2 habitaciones - 2 baños - 41,67€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la calle Gran via de les corts...,2.750 €,2750,66,2,No,No,Eixample,Temporal,No,2
891,id39287000000895,https://www.habitaclia.com/alquiler-piso-sientete_en_casa_alli_donde_elijas_vivir_con_blueground_calle_d_arago_477_sagrada_familia-barcelona-i39287000000895.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,39287-1,Alquiler Piso en Carrer d'aragó 477. Siéntete en casa allí donde elijas vivir con blueground.,Barcelona - Sagrada Família,"47m2 - 1 habitacion - 1 baño - 39,57€/m2",Este apartamento completamente amueblado y listo para disfrutar está disponible desde frecemos precios p...,1.860 €,1860,47,1,Si,No,Eixample,Indefinido,No,1
892,id31390000000237,https://www.habitaclia.com/alquiler-apartamento-de_3_dormitorios_en_eixample_dreta_dreta_de_l_eixample-barcelona-i31390000000237.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del bruc. Apartamento de 3 dormitorios en eixample dreta,Barcelona - Dreta de l´Eixample,"102m2 - 3 habitaciones - 2 baños - 34,80€/m2","*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la calle Bruc, con 3 dormitori...",3.550 €,3550,102,3,Si,No,Eixample,Temporal,No,2
893,id31390000000239,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_en_eixample_dreta_dreta_de_l_eixample-barcelona-i31390000000239.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Avinguda diagonal. Apartamento de 2 dormitorios en eixample dreta,Barcelona - Dreta de l´Eixample,"93m2 - 2 habitaciones - 2 baños - 33,87€/m2","*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la calle Diagonal, con 2 dormi...",3.150 €,3150,93,2,Si,No,Eixample,Temporal,No,2
894,id31390000000242,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_con_balcon_en_eixample_esquerra_la_nova_esquerra_de_l_eixample-barcelona-i31390000000242.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del consell de cent. Apartamento de 2 dormitorios con balcón en eixample esquerra,Barcelona - La Nova Esquerra de l´Eixample,"75m2 - 2 habitaciones - 2 baños - 36,67€/m2","*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la calle Consell de Cent, con...",2.750 €,2750,75,2,Si,No,Eixample,Temporal,No,2
895,id2277003487301,https://www.habitaclia.com/alquiler-piso-estupenda_vivienda_de_2_dormitorios_y_dos_banos_en_calle_rossell_dreta_de_l_eixample-barcelona-i2277003487301.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,2277-2,Alquiler Piso Rosselló. Estupenda vivienda de 2 dormitorios y dos baños en calle rossell,Barcelona - Dreta de l´Eixample,"80m2 - 2 habitaciones - 2 baños - 18,75€/m2",Hoy queremos presentarte una fabulosa oportunidad de vivienda en una zona privilegiada de Barcelona. Se trata de un mod...,"1.500 €
ha bajado 100 €",1500,80,2,No,No,Eixample,Indefinido,Si,2
896,id39287000001092,https://www.habitaclia.com/alquiler-piso-sientete_en_casa_alli_donde_elijas_vivir_con_blueground_calle_de_provenca_105_la_nova_esquerra_de_l-barcelona-i39287000001092.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,39287-1,Alquiler Piso en Carrer de provença 105. Siéntete en casa allí donde elijas vivir con blueground.,Barcelona - La Nova Esquerra de l´Eixample,"78m2 - 3 habitaciones - 2 baños - 30,51€/m2",Este piso completamente amueblado y listo para disfrutar está disponible desde frecemos precios personal...,"2.380 €
ha bajado 110 €",2380,78,3,Si,No,Eixample,Indefinido,Si,2
897,id31390000000195,https://www.habitaclia.com/alquiler-apartamento-piso_de_2_habitaciones_con_oficina_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000195.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Piso de 2 habitaciones con oficina en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"66m2 - 2 habitaciones - 2 baños - 43,94€/m2",*APARTAMENTO CON OFICINA* *COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular piso en la...,2.900 €,2900,66,2,Si,No,Eixample,Temporal,No,2
898,id31390000000156,https://www.habitaclia.com/alquiler-apartamento-piso_de_3_dormitorios_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000156.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Piso de 3 dormitorios en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"69m2 - 3 habitaciones - 2 baños - 44,93€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento en Gran via de les corts c...,3.100 €,3100,69,3,Si,No,Eixample,Temporal,No,2
899,id31390000000238,https://www.habitaclia.com/alquiler-apartamento-de_1_dormitorios_en_eixample_dreta_dreta_de_l_eixample-barcelona-i31390000000238.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del bruc. Apartamento de 1 dormitorios en eixample dreta,Barcelona - Dreta de l´Eixample,"36m2 - 1 habitacion - 1 baño - 58,33€/m2","*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento en la calle Bruc, con 1 do...",2.100 €,2100,36,1,Si,No,Eixample,Temporal,No,1
900,id31390000000152,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_con_ofii_en_eixample_esquerra_la_nova_esquerra_de_l_eixample-barcelona-i31390000000152.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer d'aragó. Apartamento de 2 dormitorios con ofii en eixample esquerra,Barcelona - La Nova Esquerra de l´Eixample,"90m2 - 2 habitaciones - 2 baños - 32,78€/m2",*APARTAMENTO CON OFICINA* *COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento...,2.950 €,2950,90,2,Si,No,Eixample,Temporal,No,2
901,id31390000000227,https://www.habitaclia.com/alquiler-apartamento-de_3_dormitorios_en_eixample_esquerra_l_antiga_esquerra_de_l_eixample-barcelona-i31390000000227.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 3 dormitorios en eixample esquerra,Barcelona - L´Antiga Esquerra de l´Eixample,"69m2 - 3 habitaciones - 2 baños - 47,10€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento en Gran via de les corts c...,3.250 €,3250,69,3,Si,No,Eixample,Temporal,No,2
902,id31390000000153,https://www.habitaclia.com/alquiler-apartamento-de_1_dormitorio_en_eixample_esquerra_dreta_de_l_eixample-barcelona-i31390000000153.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 1 dormitorio en eixample esquerra,Barcelona - Dreta de l´Eixample,"50m2 - 1 habitacion - 1 baño - 60,00€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Espectacular apartamento en la calle Gran Via de le...,3.000 €,3000,50,1,Si,No,Eixample,Temporal,No,1
903,id31390000000143,https://www.habitaclia.com/alquiler-apartamento-de_una_habitacion_en_calle_consell_de_cent_dreta_de_l_eixample-barcelona-i31390000000143.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del consell de cent. Apartamento de una habitacion en calle consell de cent,Barcelona - Dreta de l´Eixample,"52m2 - 1 habitacion - 1 baño - 45,19€/m2","*COMPLETAMENTE AMUEBLADO* *ALQUILER MENSUALES DE 1 A 11 MESES* Este piso de 1 dormitorio y 1 cuarto de baño, ubica...",2.350 €,2350,52,1,Si,No,Eixample,Temporal,No,1
904,id31390000000155,https://www.habitaclia.com/alquiler-apartamento-de_1_dormitorio_en_eixample_esquerra_dreta_de_l_eixample-barcelona-i31390000000155.htm?pag=9&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 1 dormitorio en eixample esquerra,Barcelona - Dreta de l´Eixample,"62m2 - 1 habitacion - 1 baño - 46,77€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Geranio combina destacados espacios abiertos con un...,2.900 €,2900,62,1,Si,No,Eixample,Temporal,No,1
905,id28371003773731,https://www.habitaclia.com/alquiler-piso-vivienda_de_85m2_utiles_con_balcon_de_orientacion_sur_de_3_hab_diagonal_366_dreta_de_l_eixample-barcelona-i28371003773731.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,28371-1,"Alquiler Piso en Diagonal 366. Vivienda de 85m2 útiles, con balcón de orientación sur, de 3 hab",Barcelona - Dreta de l´Eixample,"107m2 - 3 habitaciones - 2 baños - 14,02€/m2","En finca regia esquinera, en la zona de Sagrada Famiiia, en una de las principales vías de la ciudad, se encuentra esta...",1.500 €,1500,107,3,No,No,Eixample,Indefinido,No,2
906,id31390000000127,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_en_eixample_dreta_dreta_de_l_eixample-barcelona-i31390000000127.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Passeig de gràcia. Apartamento de 2 dormitorios en eixample dreta,Barcelona - Dreta de l´Eixample,"95m2 - 2 habitaciones - 2 baños - 35,26€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Situado en el lujoso Passeig de Gràcia de Barcelona...,3.350 €,3350,95,2,Si,No,Eixample,Temporal,No,2
907,id31390000000137,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_en_sant_antoni_sant_antoni-barcelona-i31390000000137.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del comte borrell. Apartamento de 2 dormitorios en sant antoni,Barcelona - Sant Antoni,"80m2 - 2 habitaciones - 1 baño - 31,88€/m2","*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Bari es un piso moderno, radiante y de inspiración...",2.550 €,2550,80,2,Si,No,Eixample,Temporal,No,1
908,id31390000000129,https://www.habitaclia.com/alquiler-apartamento-de_1_dormitorio_en_eixample_esquerra_dreta_de_l_eixample-barcelona-i31390000000129.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 1 dormitorio en eixample esquerra,Barcelona - Dreta de l´Eixample,"51m2 - 1 habitacion - 1 baño - 53,92€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Con un encanto tradicional y a la vez cautivadorame...,2.750 €,2750,51,1,Si,No,Eixample,Temporal,No,1
909,id31390000000119,https://www.habitaclia.com/alquiler-apartamento-de_2_habitaciones_en_sant_antoni_sant_antoni-barcelona-i31390000000119.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer de tamarit. Apartamento de 2 habitaciones en sant antoni,Barcelona - Sant Antoni,"70m2 - 2 habitaciones - 1 baño - 37,86€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Aroche se inspira en los prados para crear un diseñ...,2.650 €,2650,70,2,Si,No,Eixample,Temporal,No,1
910,id39323000000143,https://www.habitaclia.com/alquiler-piso-amueblado_con_piscina_en_el_eixample_calle_de_pau_claris_99_dreta_de_l_eixample-barcelona-i39323000000143.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,39323-1,Alquiler Piso en Carrer de pau claris 99. Piso amueblado con piscina en el eixample barcelona,Barcelona - Dreta de l´Eixample,"94m2 - 3 habitaciones - 2 baños - 31,91€/m2","Totalmente exterior, con 3 dormitorios dobles y una fabulosa zona comunitaria con piscina y solárium. ¿Qué más se puede...",3.000 €,3000,94,3,Si,No,Eixample,Indefinido,No,2
911,id31390000000226,https://www.habitaclia.com/alquiler-apartamento-de_1_dormitorio_en_eixample_esquerra_dreta_de_l_eixample-barcelona-i31390000000226.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Gran via de les corts catalanes. Apartamento de 1 dormitorio en eixample esquerra,Barcelona - Dreta de l´Eixample,"49m2 - 1 habitacion - 1 baño - 54,08€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Niebla es una serena propiedad de 49 metros cuadrad...,2.650 €,2650,49,1,Si,No,Eixample,Temporal,No,1
912,id10419004383917,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_amueblado_con_ascensor_calefaccion_y_ai_dreta_de_l_eixample-barcelona-i10419004383917.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,10419-1,"Alquiler Piso Passatge de domingo. Piso con 2 habitaciones amueblado con ascensor, calefacción y ai",Barcelona - Dreta de l´Eixample,"66m2 - 2 habitaciones - 1 baño - 26,52€/m2",IVOR HOME || Ref. 4271 Junto a PASSEIG DE GRACIA Disponible desde el 15 de mayo Bonito piso totalmente amueblado...,1.750 €,1750,66,2,Si,No,Eixample,Indefinido,No,1
913,id31390000000264,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_en_sant_antoni_sant_antoni-barcelona-i31390000000264.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer del comte borrell. Apartamento de 2 dormitorios en sant antoni,Barcelona - Sant Antoni,"79m2 - 2 habitaciones - 1 baño - 31,01€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Una sensación de felicidad selvática invade la mism...,2.450 €,2450,79,2,No,No,Eixample,Temporal,No,1
914,id9873002102653,https://www.habitaclia.com/alquiler-piso-exclusivo_apartamento_de_un_dormitorio_en_temporal_junt_dreta_de_l_eixample-barcelona-i9873002102653.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,9873-1,Alquiler Piso Consell de cent. Exclusivo apartamento de un dormitorio en alquiler temporal junt,Barcelona - Dreta de l´Eixample,"47m2 - 1 habitacion - 1 baño - 71,28€/m2","Apartamento de lujo con un dormitorio doble, situado en una ubicación inmejorable. Se encuentra en el centro del Eixampl...",3.350 €,3350,47,1,Si,No,Eixample,Indefinido,No,1
915,id14453004331729,https://www.habitaclia.com/alquiler-piso-elegante_vivienda_modernista_en_la_conocida_casa_oller_dreta_de_l_eixample-barcelona-i14453004331729.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,14453-1,"Alquiler Piso Corts catalanes. Elegante vivienda modernista en la conocida ""casa oller""",Barcelona - Dreta de l´Eixample,"223m2 - 3 habitaciones - 3 baños - 30,83€/m2",*Disponible a principios de marzo 2023. Espectacular vivienda modernista en el Eixample que ofrece la posibilidad de...,6.875 €,6875,223,3,No,No,Eixample,Indefinido,No,3
916,id2579003790396,https://www.habitaclia.com/alquiler-atico-con_2_habitaciones_con_ascensor_calefaccion_aire_acondic_dreta_de_l_eixample-barcelona-i2579003790396.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,2579-1,"Alquiler Ático Bruc. Ático con 2 habitaciones con ascensor, calefacción, aire acondic",Barcelona - Dreta de l´Eixample,"52m2 - 2 habitaciones - 1 baño - 25,00€/m2",MAGNIFICO ATICO EN “EL QUADRAT D’OR” A pocos minutos andando del “Arc de Triompf” y del “Passeig de Gràcia” en una de l...,"1.300 €
ha bajado 100 €",1300,52,2,No,No,Eixample,Indefinido,Si,1
917,id30438000000351,https://www.habitaclia.com/alquiler-piso-totalmente_reformado_de_170m2_en_el_eixample_l_antiga_esquerra_de_l_eixample-barcelona-i30438000000351.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,30438-1,Alquiler Piso Valencia. Piso totalmente reformado de 170m2 en el eixample,Barcelona - L´Antiga Esquerra de l´Eixample,"179m2 - 4 habitaciones - 3 baños - 16,20€/m2",DISPONIBLE A PARTIR DE ACEPTAMOS CONTRATOS HASTA UN AÑO Para mas información envía WhatsApp a Natalia: +3...,2.900 €,2900,179,4,No,No,Eixample,Indefinido,No,3
918,id2505004332491,https://www.habitaclia.com/alquiler-duplex-con_2_habitaciones_con_ascensor_calefaccion_y_aire_acond_dreta_de_l_eixample-barcelona-i2505004332491.htm?pag=10&f=&geo=d&coddists=200&from=list&lo=55,DUPLEX,RENT,PROFESSIONAL,SECOND_HAND,2505-1,"Alquiler Dúplex Passeig de gràcia. Dúplex con 2 habitaciones con ascensor, calefacción y aire acond",Barcelona - Dreta de l´Eixample,"154m2 - 2 habitaciones - 2 baños - 25,97€/m2","*- Inmobiliaria Group Andreu presenta al mercado este fabuloso ático dúplex en Passeig de Gràcia de alto standing, con u...",4.000 €,4000,154,2,No,No,Eixample,Indefinido,No,2
919,id9873002102656,https://www.habitaclia.com/alquiler-piso-apartamento_con_terraza_y_dos_dormitorios_en_temporal_dreta_de_l_eixample-barcelona-i9873002102656.htm?pag=11&f=&geo=d&coddists=200&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,9873-1,Alquiler Piso Consell de cent. Apartamento con terraza y dos dormitorios en alquiler temporal,Barcelona - Dreta de l´Eixample,"63m2 - 2 habitaciones - 1 baño - 62,86€/m2","Apartamento de lujo con dos dormitorios, situado en una ubicación inmejorable. Dispone de acceso a las zonas comunitaria...","3.960 €
ha bajado 290 €",3960,63,2,Si,No,Eixample,Indefinido,Si,1
920,id531205770995,https://www.habitaclia.com/alquiler-atico-con_ascensor_calefaccion_y_aire_acondicionado_fort_pienc-barcelona-i531205770995.htm?pag=11&f=&geo=d&coddists=200&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,531-3,"Alquiler Ático Sant joan. Ático con ascensor, calefacción y aire acondicionado",Barcelona - Fort Pienc,"62m2 - 1 habitacion - 1 baño - 48,39€/m2","DISPONIBLE EN EL MES DE MARZO. ALQUILER DE TEMPORADA. SUMINISTROS A PARTE. 2 FIANZAS. NO MASCOTAS. Original cúpula, en...",3.000 €,3000,62,1,No,No,Eixample,Temporal,No,1
